line_metric_id,line_id,report_date,event_time,production_status,planned_production_minutes,downtime_minutes,operating_time_minutes,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count,bottleneck_equipment_id,oee_calculation_method
LMET-PL-SMT-12-20260715-00,PL-SMT-12,2026-07-15,2026-07-15T00:00:00+08:00,RUNNING,60,4,56,914,909,5,0.9333,0.9794,0.9948,0.9093,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-01,PL-SMT-12,2026-07-15,2026-07-15T01:00:00+08:00,RUNNING,60,4,56,1278,1275,3,0.9333,0.9131,0.9977,0.8502,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-02,PL-SMT-12,2026-07-15,2026-07-15T02:00:00+08:00,RUNNING,60,4,56,742,734,8,0.9333,0.9284,0.9897,0.8576,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-03,PL-SMT-12,2026-07-15,2026-07-15T03:00:00+08:00,RUNNING,60,2,58,1335,1329,6,0.9667,0.9211,0.9958,0.8867,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-04,PL-SMT-12,2026-07-15,2026-07-15T04:00:00+08:00,RUNNING,60,2,58,634,626,8,0.9667,0.9112,0.9888,0.871,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-05,PL-SMT-12,2026-07-15,2026-07-15T05:00:00+08:00,RUNNING,60,4,56,1302,1291,11,0.9333,0.9306,0.9919,0.8615,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-06,PL-SMT-12,2026-07-15,2026-07-15T06:00:00+08:00,RUNNING,60,1,59,848,841,7,0.9833,0.9111,0.9928,0.8894,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-07,PL-SMT-12,2026-07-15,2026-07-15T07:00:00+08:00,RUNNING,60,3,57,896,890,6,0.95,0.9437,0.9941,0.8912,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-08,PL-SMT-12,2026-07-15,2026-07-15T08:00:00+08:00,RUNNING,60,4,56,879,870,9,0.9333,0.9423,0.9908,0.8714,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-09,PL-SMT-12,2026-07-15,2026-07-15T09:00:00+08:00,RUNNING,60,4,56,1283,1277,6,0.9333,0.9167,0.996,0.8521,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-10,PL-SMT-12,2026-07-15,2026-07-15T10:00:00+08:00,RUNNING,60,4,56,818,812,6,0.9333,0.9252,0.9933,0.8577,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-11,PL-SMT-12,2026-07-15,2026-07-15T11:00:00+08:00,RUNNING,60,2,58,759,756,3,0.9667,0.9169,0.9961,0.8829,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-12,PL-SMT-12,2026-07-15,2026-07-15T12:00:00+08:00,RUNNING,60,2,58,851,839,12,0.9667,0.9301,0.9865,0.887,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-13,PL-SMT-12,2026-07-15,2026-07-15T13:00:00+08:00,RUNNING,60,4,56,737,728,9,0.9333,0.9218,0.9881,0.8501,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-14,PL-SMT-12,2026-07-15,2026-07-15T14:00:00+08:00,RUNNING,60,4,56,811,800,11,0.9333,0.9176,0.9872,0.8454,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-15,PL-SMT-12,2026-07-15,2026-07-15T15:00:00+08:00,RUNNING,60,4,56,874,866,8,0.9333,0.9369,0.9912,0.8667,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-16,PL-SMT-12,2026-07-15,2026-07-15T16:00:00+08:00,RUNNING,60,3,57,870,862,8,0.95,0.9158,0.9912,0.8624,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-17,PL-SMT-12,2026-07-15,2026-07-15T17:00:00+08:00,RUNNING,60,4,56,926,918,8,0.9333,0.9371,0.9922,0.8678,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-18,PL-SMT-12,2026-07-15,2026-07-15T18:00:00+08:00,RUNNING,60,3,57,629,624,5,0.95,0.9207,0.9923,0.8679,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-19,PL-SMT-12,2026-07-15,2026-07-15T19:00:00+08:00,RUNNING,60,3,57,1335,1325,10,0.95,0.9375,0.9926,0.884,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-20,PL-SMT-12,2026-07-15,2026-07-15T20:00:00+08:00,RUNNING,60,3,57,1303,1296,7,0.95,0.9149,0.995,0.8648,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-21,PL-SMT-12,2026-07-15,2026-07-15T21:00:00+08:00,RUNNING,60,4,56,827,819,8,0.9333,0.9362,0.9912,0.8661,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-22,PL-SMT-12,2026-07-15,2026-07-15T22:00:00+08:00,RUNNING,60,4,56,619,617,2,0.9333,0.9215,0.9974,0.8578,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260715-23,PL-SMT-12,2026-07-15,2026-07-15T23:00:00+08:00,RUNNING,60,4,56,1299,1285,14,0.9333,0.9281,0.9897,0.8573,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-00,PL-SMT-12,2026-07-16,2026-07-16T00:00:00+08:00,RUNNING,60,4,56,858,851,7,0.9333,0.971,0.9926,0.8995,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-01,PL-SMT-12,2026-07-16,2026-07-16T01:00:00+08:00,RUNNING,60,4,56,733,731,2,0.9333,0.9164,0.9979,0.8535,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-02,PL-SMT-12,2026-07-16,2026-07-16T02:00:00+08:00,RUNNING,60,3,57,632,630,2,0.95,0.9251,0.9969,0.8761,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-03,PL-SMT-12,2026-07-16,2026-07-16T03:00:00+08:00,RUNNING,60,2,58,758,749,9,0.9667,0.9154,0.9886,0.8748,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-04,PL-SMT-12,2026-07-16,2026-07-16T04:00:00+08:00,RUNNING,60,4,56,826,815,11,0.9333,0.9351,0.9875,0.8618,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-05,PL-SMT-12,2026-07-16,2026-07-16T05:00:00+08:00,RUNNING,60,3,57,1310,1297,13,0.95,0.9195,0.9905,0.8652,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-06,PL-SMT-12,2026-07-16,2026-07-16T06:00:00+08:00,RUNNING,60,3,57,925,923,2,0.95,0.9196,0.9989,0.8727,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-07,PL-SMT-12,2026-07-16,2026-07-16T07:00:00+08:00,RUNNING,60,2,58,952,948,4,0.9667,0.9302,0.9963,0.8959,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-08,PL-SMT-12,2026-07-16,2026-07-16T08:00:00+08:00,RUNNING,60,2,58,1329,1314,15,0.9667,0.9172,0.9889,0.8768,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-09,PL-SMT-12,2026-07-16,2026-07-16T09:00:00+08:00,RUNNING,60,4,56,908,897,11,0.9333,0.9196,0.9885,0.8484,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-10,PL-SMT-12,2026-07-16,2026-07-16T10:00:00+08:00,RUNNING,60,4,56,902,893,9,0.9333,0.9665,0.9907,0.8936,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-11,PL-SMT-12,2026-07-16,2026-07-16T11:00:00+08:00,RUNNING,60,4,56,812,803,9,0.9333,0.9191,0.9892,0.8485,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-12,PL-SMT-12,2026-07-16,2026-07-16T12:00:00+08:00,RUNNING,60,4,56,620,613,7,0.9333,0.924,0.9899,0.8537,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-13,PL-SMT-12,2026-07-16,2026-07-16T13:00:00+08:00,RUNNING,60,4,56,1290,1279,11,0.9333,0.9215,0.9916,0.8528,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-14,PL-SMT-12,2026-07-16,2026-07-16T14:00:00+08:00,DEGRADED,60,21,39,898,896,2,0.65,0.9218,0.9987,0.5984,1,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-15,PL-SMT-12,2026-07-16,2026-07-16T15:00:00+08:00,RUNNING,60,3,57,741,734,7,0.95,0.911,0.9906,0.8573,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-16,PL-SMT-12,2026-07-16,2026-07-16T16:00:00+08:00,RUNNING,60,4,56,909,900,9,0.9333,0.92,0.991,0.8509,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-17,PL-SMT-12,2026-07-16,2026-07-16T17:00:00+08:00,RUNNING,60,4,56,1302,1299,3,0.9333,0.9303,0.9977,0.8663,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-18,PL-SMT-12,2026-07-16,2026-07-16T18:00:00+08:00,RUNNING,60,3,57,1334,1320,14,0.95,0.9364,0.9902,0.8809,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-19,PL-SMT-12,2026-07-16,2026-07-16T19:00:00+08:00,RUNNING,60,4,56,835,820,15,0.9333,0.945,0.9828,0.8668,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-20,PL-SMT-12,2026-07-16,2026-07-16T20:00:00+08:00,RUNNING,60,4,56,807,799,8,0.9333,0.9132,0.9903,0.844,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-21,PL-SMT-12,2026-07-16,2026-07-16T21:00:00+08:00,RUNNING,60,2,58,651,647,4,0.9667,0.9365,0.9939,0.8998,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-22,PL-SMT-12,2026-07-16,2026-07-16T22:00:00+08:00,RUNNING,60,4,56,1294,1288,6,0.9333,0.9243,0.9961,0.8593,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260716-23,PL-SMT-12,2026-07-16,2026-07-16T23:00:00+08:00,RUNNING,60,4,56,627,624,3,0.9333,0.9343,0.9959,0.8684,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-00,PL-SMT-12,2026-07-17,2026-07-17T00:00:00+08:00,RUNNING,60,4,56,754,752,2,0.9333,0.9427,0.9982,0.8782,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-01,PL-SMT-12,2026-07-17,2026-07-17T01:00:00+08:00,RUNNING,60,1,59,958,946,12,0.9833,0.921,0.9881,0.8948,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-02,PL-SMT-12,2026-07-17,2026-07-17T02:00:00+08:00,RUNNING,60,2,58,942,935,7,0.9667,0.9211,0.993,0.8842,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-03,PL-SMT-12,2026-07-17,2026-07-17T03:00:00+08:00,RUNNING,60,4,56,1305,1295,10,0.9333,0.9327,0.9925,0.864,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-04,PL-SMT-12,2026-07-17,2026-07-17T04:00:00+08:00,RUNNING,60,4,56,616,610,6,0.9333,0.9175,0.9913,0.8489,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-05,PL-SMT-12,2026-07-17,2026-07-17T05:00:00+08:00,RUNNING,60,4,56,823,812,11,0.9333,0.9313,0.9877,0.8585,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-06,PL-SMT-12,2026-07-17,2026-07-17T06:00:00+08:00,RUNNING,60,3,57,836,823,13,0.95,0.9289,0.9849,0.8691,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-07,PL-SMT-12,2026-07-17,2026-07-17T07:00:00+08:00,RUNNING,60,4,56,1295,1293,2,0.9333,0.9251,0.9987,0.8623,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-08,PL-SMT-12,2026-07-17,2026-07-17T08:00:00+08:00,RUNNING,60,3,57,1302,1300,2,0.95,0.914,0.9989,0.8673,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-09,PL-SMT-12,2026-07-17,2026-07-17T09:00:00+08:00,RUNNING,60,4,56,848,835,13,0.9333,0.9591,0.985,0.8817,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-10,PL-SMT-12,2026-07-17,2026-07-17T10:00:00+08:00,RUNNING,60,3,57,865,863,2,0.95,0.9115,0.9983,0.8645,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-11,PL-SMT-12,2026-07-17,2026-07-17T11:00:00+08:00,RUNNING,60,4,56,918,913,5,0.9333,0.9295,0.9954,0.8635,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-12,PL-SMT-12,2026-07-17,2026-07-17T12:00:00+08:00,RUNNING,60,4,56,820,813,7,0.9333,0.9281,0.992,0.8593,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-13,PL-SMT-12,2026-07-17,2026-07-17T13:00:00+08:00,RUNNING,60,4,56,870,868,2,0.9333,0.9326,0.9984,0.869,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-14,PL-SMT-12,2026-07-17,2026-07-17T14:00:00+08:00,RUNNING,60,3,57,903,901,2,0.95,0.9509,0.9981,0.9016,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-15,PL-SMT-12,2026-07-17,2026-07-17T15:00:00+08:00,RUNNING,60,4,56,740,734,6,0.9333,0.9261,0.9919,0.8573,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-16,PL-SMT-12,2026-07-17,2026-07-17T16:00:00+08:00,RUNNING,60,4,56,812,799,13,0.9333,0.9193,0.9842,0.8444,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-17,PL-SMT-12,2026-07-17,2026-07-17T17:00:00+08:00,RUNNING,60,2,58,763,754,9,0.9667,0.9212,0.989,0.8807,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-18,PL-SMT-12,2026-07-17,2026-07-17T18:00:00+08:00,RUNNING,60,4,56,1290,1277,13,0.9333,0.9216,0.9905,0.852,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-19,PL-SMT-12,2026-07-17,2026-07-17T19:00:00+08:00,RUNNING,60,4,56,930,928,2,0.9333,0.9416,0.9982,0.8772,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-20,PL-SMT-12,2026-07-17,2026-07-17T20:00:00+08:00,RUNNING,60,3,57,824,818,6,0.95,0.9156,0.9929,0.8636,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-21,PL-SMT-12,2026-07-17,2026-07-17T21:00:00+08:00,RUNNING,60,4,56,1298,1284,14,0.9333,0.9277,0.9896,0.8568,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-22,PL-SMT-12,2026-07-17,2026-07-17T22:00:00+08:00,RUNNING,60,2,58,940,934,6,0.9667,0.9191,0.9946,0.8837,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260717-23,PL-SMT-12,2026-07-17,2026-07-17T23:00:00+08:00,RUNNING,60,3,57,931,924,7,0.95,0.9256,0.9935,0.8736,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-00,PL-SMT-12,2026-07-18,2026-07-18T00:00:00+08:00,RUNNING,60,4,56,1344,1334,10,0.9333,0.9601,0.9933,0.8901,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-01,PL-SMT-12,2026-07-18,2026-07-18T01:00:00+08:00,RUNNING,60,4,56,855,849,6,0.9333,0.9168,0.9932,0.8498,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-02,PL-SMT-12,2026-07-18,2026-07-18T02:00:00+08:00,RUNNING,60,4,56,821,814,7,0.9333,0.9287,0.992,0.8598,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-03,PL-SMT-12,2026-07-18,2026-07-18T03:00:00+08:00,RUNNING,60,3,57,1325,1310,15,0.95,0.9305,0.9893,0.8745,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-04,PL-SMT-12,2026-07-18,2026-07-18T04:00:00+08:00,RUNNING,60,3,57,744,741,3,0.95,0.9145,0.9961,0.8654,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-05,PL-SMT-12,2026-07-18,2026-07-18T05:00:00+08:00,RUNNING,60,2,58,644,639,5,0.9667,0.9267,0.9932,0.8897,0,EQ-SMT-L12-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-06,PL-SMT-12,2026-07-18,2026-07-18T06:00:00+08:00,RUNNING,60,3,57,886,878,8,0.95,0.9332,0.9916,0.8791,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-07,PL-SMT-12,2026-07-18,2026-07-18T07:00:00+08:00,RUNNING,60,4,56,901,896,5,0.9333,0.9121,0.9951,0.8471,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-08,PL-SMT-12,2026-07-18,2026-07-18T08:00:00+08:00,RUNNING,60,4,56,1307,1301,6,0.9333,0.9336,0.996,0.8678,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-09,PL-SMT-12,2026-07-18,2026-07-18T09:00:00+08:00,RUNNING,60,4,56,850,841,9,0.9333,0.9109,0.9902,0.8418,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-10,PL-SMT-12,2026-07-18,2026-07-18T10:00:00+08:00,RUNNING,60,3,57,825,819,6,0.95,0.9175,0.9934,0.8659,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-11,PL-SMT-12,2026-07-18,2026-07-18T11:00:00+08:00,RUNNING,60,1,59,948,945,3,0.9833,0.9108,0.9971,0.893,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-12,PL-SMT-12,2026-07-18,2026-07-18T12:00:00+08:00,DEGRADED,60,13,47,689,679,10,0.7833,0.9286,0.9868,0.7178,2,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-13,PL-SMT-12,2026-07-18,2026-07-18T13:00:00+08:00,RUNNING,60,3,57,928,918,10,0.95,0.9234,0.9895,0.868,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-14,PL-SMT-12,2026-07-18,2026-07-18T14:00:00+08:00,RUNNING,60,4,56,942,938,4,0.9333,0.9535,0.9968,0.8871,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-15,PL-SMT-12,2026-07-18,2026-07-18T15:00:00+08:00,RUNNING,60,3,57,866,856,10,0.95,0.9116,0.989,0.8565,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-16,PL-SMT-12,2026-07-18,2026-07-18T16:00:00+08:00,RUNNING,60,4,56,858,854,4,0.9333,0.9201,0.9962,0.8555,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-17,PL-SMT-12,2026-07-18,2026-07-18T17:00:00+08:00,RUNNING,60,3,57,766,764,2,0.95,0.9412,0.9979,0.8923,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-18,PL-SMT-12,2026-07-18,2026-07-18T18:00:00+08:00,RUNNING,60,4,56,742,734,8,0.9333,0.9276,0.9894,0.8566,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-19,PL-SMT-12,2026-07-18,2026-07-18T19:00:00+08:00,RUNNING,60,4,56,1290,1284,6,0.9333,0.9219,0.996,0.857,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-20,PL-SMT-12,2026-07-18,2026-07-18T20:00:00+08:00,DEGRADED,60,13,47,785,780,5,0.7833,0.9465,0.9946,0.7374,1,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-21,PL-SMT-12,2026-07-18,2026-07-18T21:00:00+08:00,RUNNING,60,4,56,728,720,8,0.9333,0.9109,0.9893,0.841,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-22,PL-SMT-12,2026-07-18,2026-07-18T22:00:00+08:00,RUNNING,60,4,56,805,799,6,0.9333,0.9105,0.9926,0.8435,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260718-23,PL-SMT-12,2026-07-18,2026-07-18T23:00:00+08:00,RUNNING,60,4,56,855,847,8,0.9333,0.9167,0.991,0.8479,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-00,PL-SMT-12,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,60,2,58,774,769,5,0.9667,0.9347,0.994,0.8982,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-01,PL-SMT-12,2026-07-19,2026-07-19T01:00:00+08:00,RUNNING,60,4,56,1322,1307,15,0.9333,0.9444,0.9887,0.8714,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-02,PL-SMT-12,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,60,4,56,913,908,5,0.9333,0.9242,0.9952,0.8584,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-03,PL-SMT-12,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,60,4,56,843,830,13,0.9333,0.9544,0.9852,0.8776,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-04,PL-SMT-12,2026-07-19,2026-07-19T04:00:00+08:00,RUNNING,60,2,58,937,931,6,0.9667,0.9159,0.9939,0.88,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-05,PL-SMT-12,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,60,3,57,926,920,6,0.95,0.9208,0.9944,0.8699,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-06,PL-SMT-12,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,60,3,57,1303,1294,9,0.95,0.9148,0.9937,0.8636,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-07,PL-SMT-12,2026-07-19,2026-07-19T07:00:00+08:00,RUNNING,60,4,56,813,808,5,0.9333,0.9202,0.9941,0.8538,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-08,PL-SMT-12,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,60,2,58,759,755,4,0.9667,0.9171,0.9958,0.8828,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-09,PL-SMT-12,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,60,3,57,741,732,9,0.95,0.9108,0.9883,0.8551,0,EQ-SMT-L12-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-10,PL-SMT-12,2026-07-19,2026-07-19T10:00:00+08:00,RUNNING,60,4,56,825,815,10,0.9333,0.9334,0.9881,0.8608,0,EQ-SMT-L12-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-11,PL-SMT-12,2026-07-19,2026-07-19T11:00:00+08:00,RUNNING,60,3,57,1356,1344,12,0.95,0.9518,0.9917,0.8967,0,EQ-SMT-L12-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-12,PL-SMT-12,2026-07-19,2026-07-19T12:00:00+08:00,RUNNING,60,3,57,900,896,4,0.95,0.9481,0.9956,0.8967,0,EQ-SMT-L12-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-12-20260719-13,PL-SMT-12,2026-07-19,2026-07-19T13:00:00+08:00,RUNNING,60,4,56,939,930,9,0.9333,0.9509,0.9905,0.879,0,EQ-SMT-L12-PRN01,BOTTLENECK_EQUIPMENT
