metric_id,line_id,equipment_id,report_date,event_time,equipment_status,pcb_barcode_reading,planned_production_minutes,downtime_minutes,operating_time_minutes,ideal_cycle_time_seconds,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count
MET-EQ-SMT-L11-RTR01-20260718-14,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T14:00:00+08:00,RUNNING,,60,1,59,5,691,689,2,0.9833,0.9774,0.9985,0.9596,0
MET-EQ-SMT-L11-RTR01-20260718-15,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T15:00:00+08:00,RUNNING,,60,4,56,5,626,621,5,0.9333,0.9328,0.9936,0.865,0
MET-EQ-SMT-L11-RTR01-20260718-16,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T16:00:00+08:00,RUNNING,,60,3,57,5,627,624,3,0.95,0.9167,0.9956,0.867,0
MET-EQ-SMT-L11-RTR01-20260718-17,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T17:00:00+08:00,RUNNING,,60,2,58,5,643,640,3,0.9667,0.9244,0.9956,0.8897,0
MET-EQ-SMT-L11-RTR01-20260718-18,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T18:00:00+08:00,RUNNING,,60,1,59,5,684,677,7,0.9833,0.9662,0.9899,0.9405,0
MET-EQ-SMT-L11-RTR01-20260718-19,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T19:00:00+08:00,RUNNING,,60,4,56,5,619,613,6,0.9333,0.9213,0.9915,0.8525,0
MET-EQ-SMT-L11-RTR01-20260718-20,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T20:00:00+08:00,RUNNING,,60,4,56,5,639,637,2,0.9333,0.9514,0.9979,0.8861,0
MET-EQ-SMT-L11-RTR01-20260718-21,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T21:00:00+08:00,RUNNING,,60,1,59,5,655,650,5,0.9833,0.9258,0.9927,0.9037,0
MET-EQ-SMT-L11-RTR01-20260718-22,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T22:00:00+08:00,RUNNING,,60,2,58,5,645,643,2,0.9667,0.9273,0.9983,0.8949,0
MET-EQ-SMT-L11-RTR01-20260718-23,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-18,2026-07-18T23:00:00+08:00,RUNNING,,60,3,57,5,648,644,4,0.95,0.9484,0.9948,0.8963,0
MET-EQ-SMT-L11-RTR01-20260719-00,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,,60,1,59,5,687,685,2,0.9833,0.9708,0.9974,0.9521,0
MET-EQ-SMT-L11-RTR01-20260719-01,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T01:00:00+08:00,RUNNING,,60,4,56,5,611,610,1,0.9333,0.9102,0.9989,0.8486,0
MET-EQ-SMT-L11-RTR01-20260719-02,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,,60,3,57,5,627,620,7,0.95,0.9174,0.9889,0.8619,0
MET-EQ-SMT-L11-RTR01-20260719-03,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,,60,2,58,5,646,639,7,0.9667,0.929,0.9897,0.8888,0
MET-EQ-SMT-L11-RTR01-20260719-04,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T04:00:00+08:00,RUNNING,,60,1,59,5,650,645,5,0.9833,0.9192,0.9926,0.8972,0
MET-EQ-SMT-L11-RTR01-20260719-05,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,,60,4,56,5,636,632,4,0.9333,0.9469,0.995,0.8793,0
MET-EQ-SMT-L11-RTR01-20260719-06,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,,60,3,57,5,668,666,2,0.95,0.9768,0.998,0.9261,0
MET-EQ-SMT-L11-RTR01-20260719-07,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T07:00:00+08:00,RUNNING,,60,2,58,5,676,674,2,0.9667,0.9719,0.9975,0.9372,0
MET-EQ-SMT-L11-RTR01-20260719-08,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,,60,1,59,5,651,645,6,0.9833,0.9199,0.9917,0.897,0
MET-EQ-SMT-L11-RTR01-20260719-09,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,,60,4,56,5,612,608,4,0.9333,0.9108,0.9937,0.8447,0
MET-EQ-SMT-L11-RTR01-20260719-10,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T10:00:00+08:00,RUNNING,,60,2,58,5,665,660,5,0.9667,0.9565,0.9934,0.9185,0
MET-EQ-SMT-L11-RTR01-20260719-11,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T11:00:00+08:00,RUNNING,,60,3,57,5,624,623,1,0.95,0.9123,0.999,0.8658,0
MET-EQ-SMT-L11-RTR01-20260719-12,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T12:00:00+08:00,RUNNING,,60,4,56,5,637,634,3,0.9333,0.9485,0.9953,0.8811,0
MET-EQ-SMT-L11-RTR01-20260719-13,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T13:00:00+08:00,RUNNING,,60,1,59,5,653,648,5,0.9833,0.9234,0.9938,0.9023,0
MET-EQ-SMT-L11-RTR01-20260719-14,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T14:00:00+08:00,RUNNING,,60,2,58,5,638,631,7,0.9667,0.9176,0.9903,0.8784,0
MET-EQ-SMT-L11-RTR01-20260719-15,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T15:00:00+08:00,RUNNING,,60,3,57,5,646,641,5,0.95,0.945,0.9934,0.8918,0
MET-EQ-SMT-L11-RTR01-20260719-16,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T16:00:00+08:00,RUNNING,,60,4,56,5,649,642,7,0.9333,0.966,0.9895,0.8921,0
MET-EQ-SMT-L11-RTR01-20260719-17,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T17:00:00+08:00,RUNNING,,60,1,59,5,652,649,3,0.9833,0.9219,0.9962,0.9031,0
MET-EQ-SMT-L11-RTR01-20260719-18,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T18:00:00+08:00,RUNNING,,60,2,58,5,635,630,5,0.9667,0.9136,0.9936,0.8775,0
MET-EQ-SMT-L11-RTR01-20260719-19,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T19:00:00+08:00,RUNNING,,60,3,57,5,635,633,2,0.95,0.9298,0.9974,0.881,0
MET-EQ-SMT-L11-RTR01-20260719-20,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T20:00:00+08:00,RUNNING,,60,3,57,5,627,621,6,0.95,0.917,0.9918,0.864,0
MET-EQ-SMT-L11-RTR01-20260719-21,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T21:00:00+08:00,RUNNING,,60,2,58,5,663,655,8,0.9667,0.9539,0.9891,0.9121,0
MET-EQ-SMT-L11-RTR01-20260719-22,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T22:00:00+08:00,RUNNING,,60,1,59,5,671,669,2,0.9833,0.9487,0.9974,0.9304,0
MET-EQ-SMT-L11-RTR01-20260719-23,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-19,2026-07-19T23:00:00+08:00,RUNNING,,60,4,56,5,637,636,1,0.9333,0.9488,0.9989,0.8845,0
MET-EQ-SMT-L11-RTR01-20260720-00,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T00:00:00+08:00,RUNNING,,60,2,58,5,649,643,6,0.9667,0.9336,0.991,0.8944,0
MET-EQ-SMT-L11-RTR01-20260720-01,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T01:00:00+08:00,RUNNING,,60,3,57,5,649,645,4,0.95,0.9497,0.9949,0.8976,0
MET-EQ-SMT-L11-RTR01-20260720-02,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T02:00:00+08:00,RUNNING,,60,4,56,5,653,647,6,0.9333,0.972,0.9911,0.8991,0
MET-EQ-SMT-L11-RTR01-20260720-03,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T03:00:00+08:00,RUNNING,,60,1,59,5,657,652,5,0.9833,0.9287,0.9929,0.9067,0
MET-EQ-SMT-L11-RTR01-20260720-04,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T04:00:00+08:00,RUNNING,,60,2,58,5,676,673,3,0.9667,0.9716,0.9969,0.9363,0
MET-EQ-SMT-L11-RTR01-20260720-05,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T05:00:00+08:00,RUNNING,,60,3,57,5,659,656,3,0.95,0.9639,0.9969,0.9129,0
MET-EQ-SMT-L11-RTR01-20260720-06,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T06:00:00+08:00,RUNNING,,60,4,56,5,611,607,4,0.9333,0.91,0.995,0.8451,0
MET-EQ-SMT-L11-RTR01-20260720-07,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T07:00:00+08:00,RUNNING,,60,1,59,5,675,667,8,0.9833,0.9545,0.9889,0.9281,0
MET-EQ-SMT-L11-RTR01-20260720-08,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T08:00:00+08:00,RUNNING,,60,2,58,5,679,672,7,0.9667,0.9764,0.9909,0.9353,0
MET-EQ-SMT-L11-RTR01-20260720-09,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T09:00:00+08:00,RUNNING,,60,3,57,5,637,634,3,0.95,0.9323,0.9964,0.8825,0
MET-EQ-SMT-L11-RTR01-20260720-10,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T10:00:00+08:00,RUNNING,,60,3,57,5,653,645,8,0.95,0.9554,0.9883,0.897,0
MET-EQ-SMT-L11-RTR01-20260720-11,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T11:00:00+08:00,RUNNING,,60,2,58,5,670,662,8,0.9667,0.9631,0.9883,0.9201,0
MET-EQ-SMT-L11-RTR01-20260720-12,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T12:00:00+08:00,RUNNING,,60,1,59,5,669,663,6,0.9833,0.946,0.9913,0.9221,0
MET-EQ-SMT-L11-RTR01-20260720-13,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T13:00:00+08:00,RUNNING,,60,4,56,5,652,650,2,0.9333,0.9715,0.9974,0.9043,0
MET-EQ-SMT-L11-RTR01-20260720-14,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T14:00:00+08:00,RUNNING,,60,3,57,5,643,641,2,0.95,0.9412,0.9973,0.8917,0
MET-EQ-SMT-L11-RTR01-20260720-15,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T15:00:00+08:00,RUNNING,,60,2,58,5,643,638,5,0.9667,0.9251,0.9934,0.8884,0
MET-EQ-SMT-L11-RTR01-20260720-16,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T16:00:00+08:00,RUNNING,,60,1,59,5,651,647,4,0.9833,0.9202,0.9953,0.9006,0
MET-EQ-SMT-L11-RTR01-20260720-17,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T17:00:00+08:00,RUNNING,,60,4,56,5,647,642,5,0.9333,0.9635,0.9935,0.8934,0
MET-EQ-SMT-L11-RTR01-20260720-18,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T18:00:00+08:00,FAULT,,60,25,35,5,401,398,3,0.5833,0.9565,0.9933,0.5542,1
MET-EQ-SMT-L11-RTR01-20260720-19,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T19:00:00+08:00,RUNNING,,60,2,58,5,646,639,7,0.9667,0.929,0.9902,0.8893,0
MET-EQ-SMT-L11-RTR01-20260720-20,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T20:00:00+08:00,RUNNING,,60,2,58,5,643,636,7,0.9667,0.925,0.9895,0.8848,0
MET-EQ-SMT-L11-RTR01-20260720-21,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T21:00:00+08:00,RUNNING,,60,3,57,5,651,646,5,0.95,0.9524,0.9938,0.8992,0
MET-EQ-SMT-L11-RTR01-20260720-22,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T22:00:00+08:00,RUNNING,,60,4,56,5,618,614,4,0.9333,0.9201,0.9948,0.8543,0
MET-EQ-SMT-L11-RTR01-20260720-23,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20,2026-07-20T23:00:00+08:00,RUNNING,,60,1,59,5,665,658,7,0.9833,0.9398,0.9904,0.9152,0
MET-EQ-SMT-L11-RTR01-20260721-00,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T00:00:00+08:00,RUNNING,,60,3,57,5,650,643,7,0.95,0.9507,0.9893,0.8935,0
MET-EQ-SMT-L11-RTR01-20260721-01,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T01:00:00+08:00,RUNNING,,60,2,58,5,663,655,8,0.9667,0.9539,0.9884,0.9114,0
MET-EQ-SMT-L11-RTR01-20260721-02,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T02:00:00+08:00,RUNNING,,60,1,59,5,671,663,8,0.9833,0.9488,0.9892,0.9229,0
MET-EQ-SMT-L11-RTR01-20260721-03,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T03:00:00+08:00,RUNNING,,60,4,56,5,657,652,5,0.9333,0.9784,0.9936,0.9073,0
MET-EQ-SMT-L11-RTR01-20260721-04,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T04:00:00+08:00,RUNNING,,60,3,57,5,669,664,5,0.95,0.9792,0.9933,0.924,0
MET-EQ-SMT-L11-RTR01-20260721-05,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T05:00:00+08:00,RUNNING,,60,2,58,5,659,652,7,0.9667,0.9479,0.9894,0.9066,0
MET-EQ-SMT-L11-RTR01-20260721-06,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T06:00:00+08:00,RUNNING,,60,1,59,5,646,645,1,0.9833,0.9135,0.9987,0.8971,0
MET-EQ-SMT-L11-RTR01-20260721-07,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T07:00:00+08:00,RUNNING,,60,4,56,5,640,633,7,0.9333,0.9531,0.9893,0.88,0
MET-EQ-SMT-L11-RTR01-20260721-08,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T08:00:00+08:00,RUNNING,,60,3,57,5,642,637,5,0.95,0.9388,0.9928,0.8854,0
MET-EQ-SMT-L11-RTR01-20260721-09,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T09:00:00+08:00,RUNNING,,60,2,58,5,664,661,3,0.9667,0.9548,0.9967,0.92,0
MET-EQ-SMT-L11-RTR01-20260721-10,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T10:00:00+08:00,RUNNING,,60,4,56,5,634,631,3,0.9333,0.9442,0.9968,0.8784,0
MET-EQ-SMT-L11-RTR01-20260721-11,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T11:00:00+08:00,RUNNING,,60,1,59,5,663,659,4,0.9833,0.9368,0.9947,0.9163,0
MET-EQ-SMT-L11-RTR01-20260721-12,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T12:00:00+08:00,RUNNING,,60,2,58,5,662,658,4,0.9667,0.9518,0.9947,0.9152,0
MET-EQ-SMT-L11-RTR01-20260721-13,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T13:00:00+08:00,RUNNING,,60,3,57,5,643,637,6,0.95,0.9415,0.9909,0.8863,0
MET-EQ-SMT-L11-RTR01-20260721-14,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T14:00:00+08:00,RUNNING,,60,4,56,5,648,643,5,0.9333,0.9646,0.9936,0.8945,0
MET-EQ-SMT-L11-RTR01-20260721-15,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T15:00:00+08:00,RUNNING,,60,1,59,5,679,671,8,0.9833,0.9598,0.9883,0.9327,0
MET-EQ-SMT-L11-RTR01-20260721-16,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T16:00:00+08:00,RUNNING,,60,2,58,5,640,635,5,0.9667,0.9199,0.9926,0.8827,0
MET-EQ-SMT-L11-RTR01-20260721-17,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T17:00:00+08:00,RUNNING,,60,3,57,5,650,649,1,0.95,0.9515,0.9988,0.9028,0
MET-EQ-SMT-L11-RTR01-20260721-18,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T18:00:00+08:00,RUNNING,,60,4,56,5,645,642,3,0.9333,0.9602,0.9955,0.8921,0
MET-EQ-SMT-L11-RTR01-20260721-19,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T19:00:00+08:00,RUNNING,,60,1,59,5,693,686,7,0.9833,0.9799,0.9911,0.955,0
MET-EQ-SMT-L11-RTR01-20260721-20,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T20:00:00+08:00,RUNNING,,60,1,59,5,661,659,2,0.9833,0.9349,0.9975,0.917,0
MET-EQ-SMT-L11-RTR01-20260721-21,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T21:00:00+08:00,RUNNING,,60,4,56,5,645,638,7,0.9333,0.9613,0.9904,0.8886,0
MET-EQ-SMT-L11-RTR01-20260721-22,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T22:00:00+08:00,RUNNING,,60,3,57,5,649,647,2,0.95,0.9493,0.9983,0.9003,0
MET-EQ-SMT-L11-RTR01-20260721-23,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-21,2026-07-21T23:00:00+08:00,RUNNING,,60,2,58,5,660,657,3,0.9667,0.9489,0.9961,0.9137,0
MET-EQ-SMT-L12-PRN01-20260714-00,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T00:00:00+08:00,RUNNING,,60,3,57,3.4,963,959,4,0.95,0.958,0.9965,0.9069,0
MET-EQ-SMT-L12-PRN01-20260714-01,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T01:00:00+08:00,RUNNING,,60,2,58,3.4,964,954,10,0.9667,0.9428,0.9904,0.9027,0
MET-EQ-SMT-L12-PRN01-20260714-02,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T02:00:00+08:00,RUNNING,,60,1,59,3.4,998,994,4,0.9833,0.9594,0.9968,0.9404,0
MET-EQ-SMT-L12-PRN01-20260714-03,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T03:00:00+08:00,RUNNING,,60,4,56,3.4,946,937,9,0.9333,0.9575,0.9909,0.8855,0
MET-EQ-SMT-L12-PRN01-20260714-04,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T04:00:00+08:00,RUNNING,,60,3,57,3.4,952,949,3,0.95,0.9466,0.9969,0.8965,0
MET-EQ-SMT-L12-PRN01-20260714-05,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T05:00:00+08:00,RUNNING,,60,2,58,3.4,977,966,11,0.9667,0.9547,0.9897,0.9134,0
MET-EQ-SMT-L12-PRN01-20260714-06,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T06:00:00+08:00,RUNNING,,60,1,59,3.4,1002,994,8,0.9833,0.963,0.9923,0.9396,0
MET-EQ-SMT-L12-PRN01-20260714-07,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T07:00:00+08:00,RUNNING,,60,4,56,3.4,912,910,2,0.9333,0.9232,0.9979,0.8598,0
MET-EQ-SMT-L12-PRN01-20260714-08,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T08:00:00+08:00,RUNNING,,60,3,57,3.4,977,970,7,0.95,0.9715,0.9936,0.917,0
MET-EQ-SMT-L12-PRN01-20260714-09,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T09:00:00+08:00,RUNNING,,60,2,58,3.4,942,935,7,0.9667,0.9211,0.9935,0.8846,0
MET-EQ-SMT-L12-PRN01-20260714-10,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T10:00:00+08:00,RUNNING,,60,4,56,3.4,957,954,3,0.9333,0.9692,0.9975,0.9023,0
MET-EQ-SMT-L12-PRN01-20260714-11,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T11:00:00+08:00,RUNNING,,60,1,59,3.4,947,936,11,0.9833,0.9105,0.9884,0.8849,0
MET-EQ-SMT-L12-PRN01-20260714-12,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T12:00:00+08:00,RUNNING,,60,2,58,3.4,931,924,7,0.9667,0.9105,0.9934,0.8744,0
MET-EQ-SMT-L12-PRN01-20260714-13,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T13:00:00+08:00,RUNNING,,60,3,57,3.4,980,976,4,0.95,0.9743,0.9969,0.9227,0
MET-EQ-SMT-L12-PRN01-20260714-14,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T14:00:00+08:00,RUNNING,,60,4,56,3.4,920,910,10,0.9333,0.9311,0.9894,0.8598,0
MET-EQ-SMT-L12-PRN01-20260714-15,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T15:00:00+08:00,RUNNING,,60,1,59,3.4,972,970,2,0.9833,0.9336,0.9987,0.9168,0
MET-EQ-SMT-L12-PRN01-20260714-16,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T16:00:00+08:00,RUNNING,,60,2,58,3.4,952,943,9,0.9667,0.9302,0.9912,0.8913,0
MET-EQ-SMT-L12-PRN01-20260714-17,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T17:00:00+08:00,RUNNING,,60,3,57,3.4,981,976,5,0.95,0.976,0.995,0.9226,0
MET-EQ-SMT-L12-PRN01-20260714-18,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T18:00:00+08:00,RUNNING,,60,4,56,3.4,948,946,2,0.9333,0.9594,0.9983,0.8939,0
MET-EQ-SMT-L12-PRN01-20260714-19,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T19:00:00+08:00,RUNNING,,60,1,59,3.4,987,978,9,0.9833,0.9488,0.9912,0.9247,0
MET-EQ-SMT-L12-PRN01-20260714-20,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T20:00:00+08:00,RUNNING,,60,1,59,3.4,995,990,5,0.9833,0.9564,0.9959,0.9366,0
MET-EQ-SMT-L12-PRN01-20260714-21,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T21:00:00+08:00,RUNNING,,60,4,56,3.4,941,936,5,0.9333,0.9527,0.9957,0.8853,0
MET-EQ-SMT-L12-PRN01-20260714-22,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T22:00:00+08:00,RUNNING,,60,3,57,3.4,928,920,8,0.95,0.9231,0.9917,0.8697,0
MET-EQ-SMT-L12-PRN01-20260714-23,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-14,2026-07-14T23:00:00+08:00,RUNNING,,60,2,58,3.4,997,994,3,0.9667,0.9749,0.9972,0.9398,0
MET-EQ-SMT-L12-PRN01-20260715-00,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T00:00:00+08:00,RUNNING,,60,2,58,3.4,976,971,5,0.9667,0.9536,0.9959,0.9181,0
MET-EQ-SMT-L12-PRN01-20260715-01,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T01:00:00+08:00,RUNNING,,60,3,57,3.4,974,965,9,0.95,0.9688,0.9917,0.9127,0
MET-EQ-SMT-L12-PRN01-20260715-02,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T02:00:00+08:00,RUNNING,,60,4,56,3.4,920,916,4,0.9333,0.9318,0.9962,0.8663,0
MET-EQ-SMT-L12-PRN01-20260715-03,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T03:00:00+08:00,RUNNING,,60,1,59,3.4,959,950,9,0.9833,0.9214,0.9909,0.8978,0
MET-EQ-SMT-L12-PRN01-20260715-04,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T04:00:00+08:00,RUNNING,,60,2,58,3.4,965,954,11,0.9667,0.9436,0.9896,0.9027,0
MET-EQ-SMT-L12-PRN01-20260715-05,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T05:00:00+08:00,RUNNING,,60,3,57,3.4,970,967,3,0.95,0.9647,0.9971,0.9138,0
MET-EQ-SMT-L12-PRN01-20260715-06,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T06:00:00+08:00,RUNNING,,60,4,56,3.4,956,945,11,0.9333,0.9677,0.9892,0.8934,0
MET-EQ-SMT-L12-PRN01-20260715-07,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T07:00:00+08:00,RUNNING,,60,1,59,3.4,980,975,5,0.9833,0.9421,0.995,0.9217,0
MET-EQ-SMT-L12-PRN01-20260715-08,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T08:00:00+08:00,RUNNING,,60,2,58,3.4,958,952,6,0.9667,0.9362,0.9939,0.8995,0
MET-EQ-SMT-L12-PRN01-20260715-09,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T09:00:00+08:00,RUNNING,,60,3,57,3.4,925,922,3,0.95,0.92,0.9968,0.8712,0
MET-EQ-SMT-L12-PRN01-20260715-10,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T10:00:00+08:00,RUNNING,,60,3,57,3.4,959,949,10,0.95,0.9534,0.9906,0.8972,0
MET-EQ-SMT-L12-PRN01-20260715-11,PL-SMT-12,EQ-SMT-L12-PRN01,2026-07-15,2026-07-15T11:00:00+08:00,RUNNING,,60,2,58,3.4,949,945,4,0.9667,0.9276,0.9961,0.8932,0
